"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('323967', 'Walter', '700000', '0', '2.659006', 'Drama', '87.0', 'Walter', '18')"
"('323967', 'Walter', '700000', '0', '2.659006', 'Comedy', '87.0', 'Walter', '35')"
"('3080', 'Top Hat', '609000', '3202000', '3.898498', 'Comedy', '101.0', 'Top Hat', '35')"
"('3080', 'Top Hat', '609000', '3202000', '3.898498', 'Music', '101.0', 'Top Hat', '10402')"
"('3080', 'Top Hat', '609000', '3202000', '3.898498', 'Romance', '101.0', 'Top Hat', '10749')"
"('2667', 'The Blair Witch Project', '60000', '248000000', '41.690578', 'Horror', '81.0', 'The Blair Witch Project', '27')"
"('2667', 'The Blair Witch Project', '60000', '248000000', '41.690578', 'Mystery', '81.0', 'The Blair Witch Project', '9648')"
"('9459', 'Woodstock', '600000', '34505110', '3.409764', 'History', '225.0', 'Woodstock', '36')"
"('9459', 'Woodstock', '600000', '34505110', '3.409764', 'Documentary', '225.0', 'Woodstock', '99')"
"('9459', 'Woodstock', '600000', '34505110', '3.409764', 'Music', '225.0', 'Woodstock', '10402')"
"('11598', 'The Kentucky Fried Movie', '600000', '0', '10.861167', 'Comedy', '83.0', 'The Kentucky Fried Movie', '35')"
"('26916', 'Mercy Streets', '0', '0', '0.099902', 'Action', '106.0', 'Mercy Streets', '28')"
"('26916', 'Mercy Streets', '0', '0', '0.099902', 'Adventure', '106.0', 'Mercy Streets', '12')"
"('26916', 'Mercy Streets', '0', '0', '0.099902', 'Drama', '106.0', 'Mercy Streets', '18')"
"('181940', 'Arnolds Park', '0', '0', '0.006069', 'Thriller', '103.0', 'Carousel of Revenge', '53')"
"('181940', 'Arnolds Park', '0', '0', '0.006069', 'Mystery', '103.0', 'Carousel of Revenge', '9648')"
"('125263', 'Broken Vessels', '0', '0', '0.069277', 'Drama', '90.0', 'Broken Vessels', '18')"
"('263503', 'Water & Power', '0', '0', '0.350557', 'Crime', '0.0', 'Water & Power', '80')"
"('263503', 'Water & Power', '0', '0', '0.350557', 'Drama', '0.0', 'Water & Power', '18')"
"('324322', 'They Will Have to Kill Us First', '522360', '0', '0.071349', 'Music', '105.0', 'They Will Have to Kill Us First', '10402')"
"('324322', 'They Will Have to Kill Us First', '522360', '0', '0.071349', 'Documentary', '105.0', 'They Will Have to Kill Us First', '99')"
"('375950', 'MÃ©decin de campagne', '0', '0', '2.651304', 'Drama', '102.0', 'The Country Doctor', '18')"
"('375950', 'MÃ©decin de campagne', '0', '0', '2.651304', 'Comedy', '102.0', 'The Country Doctor', '35')"
"('278348', ""The Maid's Room"", '0', '0', '1.501688', 'Thriller', '98.0', ""The Maid's Room"", '53')"
"('704', ""A Hard Day's Night"", '560000', '12299668', '10.730056', 'Comedy', '88.0', ""A Hard Day's Night"", '35')"
"('704', ""A Hard Day's Night"", '560000', '12299668', '10.730056', 'Music', '88.0', ""A Hard Day's Night"", '10402')"
"('70875', 'The Harvest (La Cosecha)', '56000', '0', '0.010909', 'Documentary', '80.0', 'The Harvest (La Cosecha)', '99')"
"('75986', 'Love Letters', '550000', '0', '0.001586', 'Drama', '98.0', 'Love Letters', '18')"
"('75986', 'Love Letters', '550000', '0', '0.001586', 'Thriller', '98.0', 'Love Letters', '53')"
"('385636', 'Julija in Alfa Romeo', '0', '0', '0.061248', 'Comedy', '83.0', 'Juliet and Alfa Romeo', '35')"
"('385636', 'Julija in Alfa Romeo', '0', '0', '0.061248', 'Drama', '83.0', 'Juliet and Alfa Romeo', '18')"
"('14438', 'Fireproof', '500000', '33456317', '6.093989', 'Drama', '122.0', 'Fireproof', '18')"
"('211086', 'Faith Connections', '550000', '0', '0.48088', 'Documentary', '115.0', 'Faith Connections', '99')"
"('211086', 'Faith Connections', '550000', '0', '0.48088', 'Drama', '115.0', 'Faith Connections', '18')"
"('23069', 'Benji', '0', '0', '2.651418', 'Adventure', '86.0', 'Benji', '12')"
"('23069', 'Benji', '0', '0', '2.651418', 'Family', '86.0', 'Benji', '10751')"
"('23069', 'Benji', '0', '0', '2.651418', 'Romance', '86.0', 'Benji', '10749')"
"('83', 'Open Water', '130000', '54667954', '15.611857', 'Drama', '79.0', 'Open Water', '18')"
"('83', 'Open Water', '130000', '54667954', '15.611857', 'Thriller', '79.0', 'Open Water', '53')"
"('89857', 'High Road', '0', '0', '1.292948', 'Comedy', '87.0', 'High Road', '35')"
"('30315', 'Kingdom of the Spiders', '500000', '17000000', '2.537032', 'Horror', '97.0', 'Kingdom of the Spiders', '27')"
"('30315', 'Kingdom of the Spiders', '500000', '17000000', '2.537032', 'Science Fiction', '97.0', 'Kingdom of the Spiders', '878')"
"('14358', 'Mad Hot Ballroom', '0', '0', '0.772668', 'Documentary', '105.0', 'Mad Hot Ballroom', '99')"
"('14358', 'Mad Hot Ballroom', '0', '0', '0.772668', 'Family', '105.0', 'Mad Hot Ballroom', '10751')"
"('2056', 'The Station Agent', '500000', '8679814', '11.578545', 'Drama', '88.0', 'The Station Agent', '18')"
"('2056', 'The Station Agent', '500000', '8679814', '11.578545', 'Comedy', '88.0', 'The Station Agent', '35')"
"('41144', 'To Save A Life', '0', '0', '0.05021', 'Drama', '120.0', 'To Save A Life', '18')"
"('35199', 'Wordplay', '0', '0', '0.906096', 'Documentary', '94.0', 'Wordplay', '99')"
"('14271', 'Beyond the Mat', '2053648', '500000', '2.778633', 'Documentary', '102.0', 'Beyond the Mat', '99')"
"('16653', 'The Singles Ward', '0', '0', '0.920591', 'Comedy', '102.0', 'The Singles Ward', '35')"
"('16653', 'The Singles Ward', '0', '0', '0.920591', 'Drama', '102.0', 'The Singles Ward', '18')"
"('16653', 'The Singles Ward', '0', '0', '0.920591', 'Family', '102.0', 'The Singles Ward', '10751')"
"('16653', 'The Singles Ward', '0', '0', '0.920591', 'Romance', '102.0', 'The Singles Ward', '10749')"
"('14757', 'Osama', '46000', '0', '1.447734', 'Drama', '83.0', 'Osama', '18')"
"('84401', 'Sholem Aleichem: Laughing In The Darkness', '500000', '845188', '0.109579', 'Documentary', '93.0', 'Sholem Aleichem: Laughing In The Darkness', '99')"
"('23655', 'Groove', '0', '0', '1.09454', 'Drama', '86.0', 'Groove', '18')"
"('23655', 'Groove', '0', '0', '1.09454', 'Music', '86.0', 'Groove', '10402')"
"('23655', 'Groove', '0', '0', '1.09454', 'Romance', '86.0', 'Groove', '10749')"
"('36825', 'The R.M.', '0', '0', '0.082978', 'Comedy', '101.0', 'The R.M.', '35')"
"('36825', 'The R.M.', '0', '0', '0.082978', 'Crime', '101.0', 'The R.M.', '80')"
"('36825', 'The R.M.', '0', '0', '0.082978', 'Family', '101.0', 'The R.M.', '10751')"
"('33430', 'Twin Falls Idaho', '0', '0', '0.619136', 'Drama', '111.0', 'Twin Falls Idaho', '18')"
"('33430', 'Twin Falls Idaho', '0', '0', '0.619136', 'Romance', '111.0', 'Twin Falls Idaho', '10749')"
"('12281', 'Mean Creek', '500000', '603943', '8.519202', 'Crime', '90.0', 'Mean Creek', '80')"
"('12281', 'Mean Creek', '500000', '603943', '8.519202', 'Drama', '90.0', 'Mean Creek', '18')"
"('125052', 'Hurricane Streets', '0', '0', '0.36447', 'Romance', '86.0', 'Hurricane Streets', '10749')"
"('125052', 'Hurricane Streets', '0', '0', '0.36447', 'Crime', '86.0', 'Hurricane Streets', '80')"
"('125052', 'Hurricane Streets', '0', '0', '0.36447', 'Drama', '86.0', 'Hurricane Streets', '18')"
"('96238', 'Never Again', '0', '0', '0.039077', 'Comedy', '98.0', 'Never Again', '35')"
"('96238', 'Never Again', '0', '0', '0.039077', 'Romance', '98.0', 'Never Again', '10749')"
"('30246', 'Civil Brand', '0', '0', '0.665512', 'Crime', '95.0', 'Civil Brand', '80')"
"('30246', 'Civil Brand', '0', '0', '0.665512', 'Drama', '95.0', 'Civil Brand', '18')"
"('30246', 'Civil Brand', '0', '0', '0.665512', 'Thriller', '95.0', 'Civil Brand', '53')"
"('7301', 'Lonesome Jim', '0', '0', '3.433625', 'Comedy', '91.0', 'Lonesome Jim', '35')"
"('7301', 'Lonesome Jim', '0', '0', '3.433625', 'Drama', '91.0', 'Lonesome Jim', '18')"
"('7301', 'Lonesome Jim', '0', '0', '3.433625', 'Romance', '91.0', 'Lonesome Jim', '10749')"
"('172533', 'Drinking Buddies', '0', '343341', '17.378455', 'Romance', '90.0', 'Drinking Buddies', '10749')"
"('172533', 'Drinking Buddies', '0', '343341', '17.378455', 'Drama', '90.0', 'Drinking Buddies', '18')"
"('180383', 'Deceptive Practice: The Mysteries and Mentors of Ricky Jay', '500000', '0', '0.425195', 'Documentary', '88.0', 'Deceptive Practice: The Mysteries and Mentors of Ricky Jay', '99')"
"('346', 'ä¸ƒäººã�®ä¾�', '2000000', '271841', '39.756748', 'Action', '207.0', 'Seven Samurai', '28')"
"('346', 'ä¸ƒäººã�®ä¾�', '2000000', '271841', '39.756748', 'Drama', '207.0', 'Seven Samurai', '18')"
"('84318', 'Kita svajoniÅ³ komanda', '0', '0', '0.388401', 'Documentary', '89.0', 'The Other Dream Team', '99')"
"('45145', 'Johnny Suede', '500000', '0', '1.354816', 'Comedy', '97.0', 'Johnny Suede', '35')"
"('45145', 'Johnny Suede', '500000', '0', '1.354816', 'Romance', '97.0', 'Johnny Suede', '10749')"
"('13983', 'Finishing The Game', '0', '0', '0.459625', 'Comedy', '84.0', 'Finishing The Game', '35')"
"('45649', 'Rubber', '500000', '98017', '9.108949', 'Comedy', '85.0', 'Rubber', '35')"
"('45649', 'Rubber', '500000', '98017', '9.108949', 'Drama', '85.0', 'Rubber', '18')"
"('45649', 'Rubber', '500000', '98017', '9.108949', 'Fantasy', '85.0', 'Rubber', '14')"
"('45649', 'Rubber', '500000', '98017', '9.108949', 'Horror', '85.0', 'Rubber', '27')"
"('45649', 'Rubber', '500000', '98017', '9.108949', 'Mystery', '85.0', 'Rubber', '9648')"
"('19844', 'Kiss the Bride', '0', '0', '1.65426', 'Drama', '100.0', 'Kiss the Bride', '18')"
"('19844', 'Kiss the Bride', '0', '0', '1.65426', 'Comedy', '100.0', 'Kiss the Bride', '35')"
"('19844', 'Kiss the Bride', '0', '0', '1.65426', 'Romance', '100.0', 'Kiss the Bride', '10749')"
"('21801', 'The Slaughter Rule', '0', '0', '1.390909', 'Drama', '112.0', 'The Slaughter Rule', '18')"
"('43933', 'Monsters', '500000', '4242978', '26.406001', 'Drama', '94.0', 'Monsters', '18')"
"('43933', 'Monsters', '500000', '4242978', '26.406001', 'Thriller', '94.0', 'Monsters', '53')"
"('43933', 'Monsters', '500000', '4242978', '26.406001', 'Science Fiction', '94.0', 'Monsters', '878')"
"('73511', 'The Californians', '0', '0', '0.218736', 'Drama', '91.0', 'The Californians', '18')"
"('73511', 'The Californians', '0', '0', '0.218736', 'Comedy', '91.0', 'The Californians', '35')"
"('43653', 'The Living Wake', '0', '0', '0.383442', 'Comedy', '91.0', 'The Living Wake', '35')"
"('139715', 'Detention of the Dead', '500000', '0', '2.391847', 'Comedy', '87.0', 'Detention of the Dead', '35')"
"('139715', 'Detention of the Dead', '500000', '0', '2.391847', 'Horror', '87.0', 'Detention of the Dead', '27')"
"('45380', 'ç–¯ç‹‚çš„çŸ³å¤´', '0', '0', '1.68502', 'Action', '98.0', 'Crazy Stone', '28')"
"('45380', 'ç–¯ç‹‚çš„çŸ³å¤´', '0', '0', '1.68502', 'Comedy', '98.0', 'Crazy Stone', '35')"
"('30867', 'Scott Walker: 30 Century Man', '0', '0', '0.607782', 'Documentary', '95.0', 'Scott Walker: 30 Century Man', '99')"
"('30867', 'Scott Walker: 30 Century Man', '0', '0', '0.607782', 'Music', '95.0', 'Scott Walker: 30 Century Man', '10402')"
"('81220', 'Everything Put Together', '500000', '0', '0.046903', 'Drama', '87.0', 'Everything Put Together', '18')"
"('253626', 'Good Kill', '0', '316472', '10.924273', 'Action', '104.0', 'Good Kill', '28')"
"('253626', 'Good Kill', '0', '316472', '10.924273', 'Drama', '104.0', 'Good Kill', '18')"
"('253626', 'Good Kill', '0', '316472', '10.924273', 'Thriller', '104.0', 'Good Kill', '53')"
"('90369', 'Now Is Good', '0', '0', '14.142073', 'Drama', '103.0', 'Now Is Good', '18')"
"('90369', 'Now Is Good', '0', '0', '14.142073', 'Romance', '103.0', 'Now Is Good', '10749')"
"('117942', 'Girls Gone Dead', '500000', '0', '1.600171', 'Horror', '104.0', 'Girls Gone Dead', '27')"
"('117942', 'Girls Gone Dead', '500000', '0', '1.600171', 'Comedy', '104.0', 'Girls Gone Dead', '35')"
"('322194', 'Subconscious', '0', '0', '0.397323', 'Action', '110.0', 'Subconscious', '28')"
"('322194', 'Subconscious', '0', '0', '0.397323', 'Thriller', '110.0', 'Subconscious', '53')"
"('322194', 'Subconscious', '0', '0', '0.397323', 'Mystery', '110.0', 'Subconscious', '9648')"
"('98568', 'Enter Nowhere', '0', '0', '3.637857', 'Mystery', '90.0', 'Enter Nowhere', '9648')"
"('98568', 'Enter Nowhere', '0', '0', '3.637857', 'Science Fiction', '90.0', 'Enter Nowhere', '878')"
"('98568', 'Enter Nowhere', '0', '0', '3.637857', 'Thriller', '90.0', 'Enter Nowhere', '53')"
"('119657', 'El Rey de Najayo', '500', '0', '0.080105', 'Crime', '101.0', 'El Rey de Najayo', '80')"
"('119657', 'El Rey de Najayo', '500', '0', '0.080105', 'Drama', '101.0', 'El Rey de Najayo', '18')"
"('380733', 'Fight to the Finish', '0', '0', '0.251828', 'Romance', '94.0', 'Fight to the Finish', '10749')"
"('380733', 'Fight to the Finish', '0', '0', '0.251828', 'Action', '94.0', 'Fight to the Finish', '28')"
"('285743', ""Alleluia! The Devil's Carnival"", '0', '0', '0.674398', 'Music', '0.0', ""Alleluia! The Devil's Carnival"", '10402')"
"('285743', ""Alleluia! The Devil's Carnival"", '0', '0', '0.674398', 'Horror', '0.0', ""Alleluia! The Devil's Carnival"", '27')"
"('362765', 'The Sound and the Shadow', '0', '0', '0.072359', 'Thriller', '90.0', 'The Sound and the Shadow', '53')"
"('362765', 'The Sound and the Shadow', '0', '0', '0.072359', 'Comedy', '90.0', 'The Sound and the Shadow', '35')"
"('362765', 'The Sound and the Shadow', '0', '0', '0.072359', 'Mystery', '90.0', 'The Sound and the Shadow', '9648')"
"('379532', 'Rodeo Girl', '0', '0', '0.087574', 'Family', '108.0', 'Rodeo Girl', '10751')"
"('253261', 'Born to Fly: Elizabeth Streb vs. Gravity', '0', '0', '0.069244', 'Documentary', '82.0', 'Born to Fly: Elizabeth Streb vs. Gravity', '99')"
"('15239', 'The Toxic Avenger', '0', '0', '6.672008', 'Science Fiction', '82.0', 'The Toxic Avenger', '878')"
"('15239', 'The Toxic Avenger', '0', '0', '6.672008', 'Action', '82.0', 'The Toxic Avenger', '28')"
"('15239', 'The Toxic Avenger', '0', '0', '6.672008', 'Comedy', '82.0', 'The Toxic Avenger', '35')"
"('15239', 'The Toxic Avenger', '0', '0', '6.672008', 'Horror', '82.0', 'The Toxic Avenger', '27')"
"('94072', 'Straight Out of Brooklyn', '0', '0', '0.161517', 'Drama', '0.0', 'Straight Out of Brooklyn', '18')"
"('4107', 'Bloody Sunday', '0', '773228', '7.330691', 'Action', '107.0', 'Bloody Sunday', '28')"
"('4107', 'Bloody Sunday', '0', '773228', '7.330691', 'Adventure', '107.0', 'Bloody Sunday', '12')"
"('4107', 'Bloody Sunday', '0', '773228', '7.330691', 'Drama', '107.0', 'Bloody Sunday', '18')"
"('4107', 'Bloody Sunday', '0', '773228', '7.330691', 'History', '107.0', 'Bloody Sunday', '36')"
"('15624', 'Conversations with Other Women', '450000', '973525', '4.442355', 'Drama', '84.0', 'Conversations with Other Women', '18')"
"('15624', 'Conversations with Other Women', '450000', '973525', '4.442355', 'Romance', '84.0', 'Conversations with Other Women', '10749')"
"('17287', 'Poultrygeist: Night of the Chicken Dead', '0', '0', '3.905877', 'Horror', '103.0', 'Poultrygeist: Night of the Chicken Dead', '27')"
"('17287', 'Poultrygeist: Night of the Chicken Dead', '0', '0', '3.905877', 'Comedy', '103.0', 'Poultrygeist: Night of the Chicken Dead', '35')"
"('3062', '42nd Street', '439000', '2281000', '1.933366', 'Music', '89.0', '42nd Street', '10402')"
"('3062', '42nd Street', '439000', '2281000', '1.933366', 'Comedy', '89.0', '42nd Street', '35')"
"('3062', '42nd Street', '439000', '2281000', '1.933366', 'Romance', '89.0', '42nd Street', '10749')"
"('15389', 'Metropolitan', '225000', '0', '1.014966', 'Comedy', '98.0', 'Metropolitan', '35')"
"('15389', 'Metropolitan', '225000', '0', '1.014966', 'Drama', '98.0', 'Metropolitan', '18')"
"('464', 'SÃ¥ som i himmelen', '0', '0', '4.321249', 'Romance', '132.0', 'As It Is in Heaven', '10749')"
"('464', 'SÃ¥ som i himmelen', '0', '0', '4.321249', 'Drama', '132.0', 'As It Is in Heaven', '18')"
"('464', 'SÃ¥ som i himmelen', '0', '0', '4.321249', 'Comedy', '132.0', 'As It Is in Heaven', '35')"
"('464', 'SÃ¥ som i himmelen', '0', '0', '4.321249', 'Music', '132.0', 'As It Is in Heaven', '10402')"
"('308467', 'Roadside', '0', '0', '0.160234', 'Horror', '90.0', 'Roadside', '27')"
"('308467', 'Roadside', '0', '0', '0.160234', 'Drama', '90.0', 'Roadside', '18')"
"('8193', 'Napoleon Dynamite', '400000', '46118097', '23.603514', 'Comedy', '95.0', 'Napoleon Dynamite', '35')"
"('188166', 'Blue Ruin', '0', '258384', '25.349758', 'Crime', '90.0', 'Blue Ruin', '80')"
"('188166', 'Blue Ruin', '0', '258384', '25.349758', 'Thriller', '90.0', 'Blue Ruin', '53')"
"('23827', 'Paranormal Activity', '15000', '193355800', '47.456823', 'Horror', '86.0', 'Paranormal Activity', '27')"
"('23827', 'Paranormal Activity', '15000', '193355800', '47.456823', 'Mystery', '86.0', 'Paranormal Activity', '9648')"
"('1282', 'Dogtown and Z-Boys', '0', '0', '3.291609', 'Documentary', '91.0', 'Dogtown and Z-Boys', '99')"
"('762', 'Monty Python and the Holy Grail', '400000', '5028948', '64.782984', 'Adventure', '91.0', 'Monty Python and the Holy Grail', '12')"
"('762', 'Monty Python and the Holy Grail', '400000', '5028948', '64.782984', 'Comedy', '91.0', 'Monty Python and the Holy Grail', '35')"
"('762', 'Monty Python and the Holy Grail', '400000', '5028948', '64.782984', 'Fantasy', '91.0', 'Monty Python and the Holy Grail', '14')"
"('64499', 'QuinceaÃ±era', '0', '0', '0.034135', 'Drama', '90.0', 'QuinceaÃ±era', '18')"
"('1435', 'Tarnation', '218', '1162014', '1.063439', 'Documentary', '91.0', 'Tarnation', '99')"
"('1435', 'Tarnation', '218', '1162014', '1.063439', 'Drama', '91.0', 'Tarnation', '18')"
"('47546', 'I Want Your Money', '0', '0', '0.084344', 'Documentary', '92.0', 'I Want Your Money', '99')"
"('189711', 'Love in the Time of Monsters', '0', '0', '0.133619', 'Horror', '0.0', 'Love in the Time of Monsters', '27')"
"('189711', 'Love in the Time of Monsters', '0', '0', '0.133619', 'Comedy', '0.0', 'Love in the Time of Monsters', '35')"
"('19204', ""...E tu vivrai nel terrore! L'aldilÃ\xa0"", '0', '0', '8.022122', 'Horror', '87.0', 'The Beyond', '27')"
"('9029', 'What Happens in Vegas', '35000000', '170000000', '38.100488', 'Comedy', '99.0', 'What Happens in Vegas', '35')"
"('9029', 'What Happens in Vegas', '35000000', '170000000', '38.100488', 'Romance', '99.0', 'What Happens in Vegas', '10749')"
"('18045', 'The Dark Hours', '500000', '0', '1.428483', 'Horror', '80.0', 'The Dark Hours', '27')"
"('18045', 'The Dark Hours', '500000', '0', '1.428483', 'Science Fiction', '80.0', 'The Dark Hours', '878')"
"('18045', 'The Dark Hours', '500000', '0', '1.428483', 'Thriller', '80.0', 'The Dark Hours', '53')"
"('11240', 'My Beautiful Laundrette', '860000', '2451545', '3.703005', 'Romance', '97.0', 'My Beautiful Laundrette', '10749')"
"('11240', 'My Beautiful Laundrette', '860000', '2451545', '3.703005', 'Drama', '97.0', 'My Beautiful Laundrette', '18')"
"('11240', 'My Beautiful Laundrette', '860000', '2451545', '3.703005', 'Comedy', '97.0', 'My Beautiful Laundrette', '35')"
"('43743', 'Fabled', '0', '0', '0.003352', 'Drama', '84.0', 'Fabled', '18')"
"('43743', 'Fabled', '0', '0', '0.003352', 'Mystery', '84.0', 'Fabled', '9648')"
"('43743', 'Fabled', '0', '0', '0.003352', 'Thriller', '84.0', 'Fabled', '53')"
"('157909', 'Show Me', '0', '0', '0.231297', 'Drama', '97.0', 'Show Me', '18')"
"('157909', 'Show Me', '0', '0', '0.231297', 'Thriller', '97.0', 'Show Me', '53')"
"('10238', 'Viskningar och rop', '0', '0', '11.347855', 'Drama', '91.0', 'Cries and Whispers', '18')"
"('3059', 'Intolerance', '385907', '8394751', '3.232447', 'Drama', '197.0', 'Intolerance', '18')"
"('15800', 'Trekkies', '0', '0', '2.77754', 'Documentary', '86.0', 'Trekkies', '99')"
"('65203', 'The Broadway Melody', '379000', '4358000', '0.968865', 'Drama', '100.0', 'The Broadway Melody', '18')"
"('65203', 'The Broadway Melody', '379000', '4358000', '0.968865', 'Music', '100.0', 'The Broadway Melody', '10402')"
"('65203', 'The Broadway Melody', '379000', '4358000', '0.968865', 'Romance', '100.0', 'The Broadway Melody', '10749')"
"('764', 'The Evil Dead', '350000', '29400000', '35.037625', 'Horror', '85.0', 'The Evil Dead', '27')"
"('103620', 'Maniac', '6000000', '31081', '19.331884', 'Horror', '89.0', 'Maniac', '27')"
"('319069', 'Censored Voices', '0', '0', '0.59458', 'History', '84.0', 'Censored Voices', '36')"
"('319069', 'Censored Voices', '0', '0', '0.59458', 'Documentary', '84.0', 'Censored Voices', '99')"
"('14278', 'Murderball', '300000', '1750211', '1.085909', 'Documentary', '88.0', 'Murderball', '99')"
"('25678', 'American Ninja 2: The Confrontation', '0', '0', '5.061107', 'Action', '90.0', 'American Ninja 2: The Confrontation', '28')"
"('25678', 'American Ninja 2: The Confrontation', '0', '0', '5.061107', 'Adventure', '90.0', 'American Ninja 2: The Confrontation', '12')"
"('25678', 'American Ninja 2: The Confrontation', '0', '0', '5.061107', 'Drama', '90.0', 'American Ninja 2: The Confrontation', '18')"
"('79161', '51 Birch Street', '0', '0', '0.049921', 'Documentary', '90.0', '51 Birch Street', '99')"
"('371690', 'Rotor DR1', '350000', '0', '0.249561', 'Science Fiction', '98.0', 'Rotor DR1', '878')"
"('371690', 'Rotor DR1', '350000', '0', '0.249561', 'Family', '98.0', 'Rotor DR1', '10751')"
"('389', '12 Angry Men', '350000', '1000000', '59.259204', 'Drama', '96.0', '12 Angry Men', '18')"
"('52032', 'My Dog Tulip', '0', '246574', '1.170257', 'Animation', '83.0', 'My Dog Tulip', '16')"
"('52032', 'My Dog Tulip', '0', '246574', '1.170257', 'Comedy', '83.0', 'My Dog Tulip', '35')"
"('52032', 'My Dog Tulip', '0', '246574', '1.170257', 'Drama', '83.0', 'My Dog Tulip', '18')"
"('3078', 'It Happened One Night', '325000', '4500000', '11.871424', 'Comedy', '105.0', 'It Happened One Night', '35')"
"('3078', 'It Happened One Night', '325000', '4500000', '11.871424', 'Romance', '105.0', 'It Happened One Night', '10749')"
"('38810', 'ÎšÏ…Î½ÏŒÎ´Î¿Î½Ï„Î±Ï‚', '0', '110197', '28.858238', 'Drama', '94.0', 'Dogtooth', '18')"
"('21525', 'Tupac: Resurrection', '300000', '7808524', '1.314576', 'Music', '112.0', 'Tupac: Resurrection', '10402')"
"('21525', 'Tupac: Resurrection', '300000', '7808524', '1.314576', 'Documentary', '112.0', 'Tupac: Resurrection', '99')"
"('55123', 'Tumbleweeds', '312000', '1281176', '1.505703', 'Comedy', '102.0', 'Tumbleweeds', '35')"
"('55123', 'Tumbleweeds', '312000', '1281176', '1.505703', 'Drama', '102.0', 'Tumbleweeds', '18')"
"('11980', 'The Prophecy', '8', '16', '11.818333', 'Fantasy', '98.0', 'The Prophecy', '14')"
"('11980', 'The Prophecy', '8', '16', '11.818333', 'Horror', '98.0', 'The Prophecy', '27')"
"('11980', 'The Prophecy', '8', '16', '11.818333', 'Thriller', '98.0', 'The Prophecy', '53')"
"('11956', 'Chacun Cherche Son Chat', '0', '0', '1.410387', 'Comedy', '91.0', ""When the Cat's Away"", '35')"
"('1550', 'Pieces of April', '300000', '0', '4.270596', 'Comedy', '81.0', 'Pieces of April', '35')"
"('1550', 'Pieces of April', '300000', '0', '4.270596', 'Drama', '81.0', 'Pieces of April', '18')"
"('26518', 'Old Joy', '300000', '0', '1.673208', 'Drama', '73.0', 'Old Joy', '18')"
"('8942', 'Wendy and Lucy', '200000', '0', '0.713906', 'Drama', '80.0', 'Wendy and Lucy', '18')"
"('68412', '3 Backyards', '0', '0', '0.17817', 'Drama', '88.0', '3 Backyards', '18')"
"('2786', 'Pierrot le fou', '300000', '0', '7.791898', 'Drama', '110.0', 'Pierrot le Fou', '18')"
"('2786', 'Pierrot le fou', '300000', '0', '7.791898', 'Thriller', '110.0', 'Pierrot le Fou', '53')"
"('87943', 'Sisters in Law', '0', '0', '0.025211', 'Documentary', '104.0', 'Sisters in Law', '99')"
"('73981', 'Ayurveda: Art of Being', '300000', '2074000', '0.055868', 'Documentary', '101.0', 'Ayurveda: Art of Being', '99')"
"('91721', 'Nothing But a Man', '0', '0', '0.008453', 'Drama', '95.0', 'Nothing But a Man', '18')"
"('118452', 'First Love, Last Rites', '300000', '40542', '0.374291', 'Drama', '94.0', 'First Love, Last Rites', '18')"
"('47534', 'Fighting Tommy Riley', '0', '0', '0.045429', 'Action', '0.0', 'Fighting Tommy Riley', '28')"
"('47534', 'Fighting Tommy Riley', '0', '0', '0.045429', 'Adventure', '0.0', 'Fighting Tommy Riley', '12')"
"('47534', 'Fighting Tommy Riley', '0', '0', '0.045429', 'Drama', '0.0', 'Fighting Tommy Riley', '18')"
"('40914', 'Royal Kill', '0', '0', '1.088501', 'Action', '90.0', 'Royal Kill', '28')"
"('40914', 'Royal Kill', '0', '0', '1.088501', 'Thriller', '90.0', 'Royal Kill', '53')"
"('13282', 'Death Race 2000', '300000', '8000000', '6.473667', 'Action', '80.0', 'Death Race 2000', '28')"
"('13282', 'Death Race 2000', '300000', '8000000', '6.473667', 'Comedy', '80.0', 'Death Race 2000', '35')"
"('13282', 'Death Race 2000', '300000', '8000000', '6.473667', 'Science Fiction', '80.0', 'Death Race 2000', '878')"
"('250184', 'Locker 13', '0', '0', '1.905197', 'Horror', '90.0', 'Locker 13', '27')"
"('250184', 'Locker 13', '0', '0', '1.905197', 'Drama', '90.0', 'Locker 13', '18')"
"('250184', 'Locker 13', '0', '0', '1.905197', 'Thriller', '90.0', 'Locker 13', '53')"
"('426067', 'Midnight Cabaret', '0', '0', '0.001389', 'Horror', '94.0', 'Midnight Cabaret', '27')"
"('324352', ""Anderson's Cross"", '300000', '0', '0.006323', 'Romance', '98.0', ""Anderson's Cross"", '10749')"
"('324352', ""Anderson's Cross"", '300000', '0', '0.006323', 'Comedy', '98.0', ""Anderson's Cross"", '35')"
"('324352', ""Anderson's Cross"", '300000', '0', '0.006323', 'Drama', '98.0', ""Anderson's Cross"", '18')"
"('318040', 'Bizarre', '0', '0', '0.583446', 'Drama', '99.0', 'Bizarre', '18')"
"('318040', 'Bizarre', '0', '0', '0.583446', 'Romance', '99.0', 'Bizarre', '10749')"
"('27420', 'Graduation Day', '0', '0', '1.452199', 'Horror', '96.0', 'Graduation Day', '27')"
"('80468', 'Some Guy Who Kills People', '300000', '0', '2.733725', 'Comedy', '97.0', 'Some Guy Who Kills People', '35')"
"('80468', 'Some Guy Who Kills People', '300000', '0', '2.733725', 'Horror', '97.0', 'Some Guy Who Kills People', '27')"
